user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,loan_status,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date
U12385,32,Male,Master,Employed,Teacher,6316,3417,502814,Yes,Home,190394,24,9294,16,1,310,7,Africa,3/1/2022
U12386,65,Male,Bachelor,Employed,Unemployed,3446,2299,322859,Yes,Business,141430,24,6926,16,2,683,8,Europe,11/3/2022
U12387,50,Female,Master,Self-employed,Teacher,4117,1319,255358,No,Personal,0,0,0,0,0,646,5,Other,12/8/2021
U12388,43,Male,Master,Employed,Doctor,500,348,44216,Yes,Car,103130,12,9210,13,18,699,7,Asia,3/19/2025
U12389,50,Female,Master,Student,Accountant,1548,1092,76747,Yes,Education,474779,360,4601,11,3,338,4,Europe,11/15/2022
U12390,61,Female,Bachelor,Self-employed,Unemployed,1692,737,136131,Yes,Business,35251,60,1132,30,1,588,7,Europe,3/16/2024
U12391,33,Male,Bachelor,Student,Student,5443,2005,231701,No,Personal,0,0,0,0,0,355,4,North America,3/6/2025
U12392,59,Male,High School,Employed,Engineer,5035,1949,379838,Yes,Education,82506,300,489,5,0,745,6,Other,5/16/2024
U12393,30,Male,PhD,Employed,Accountant,3464,1140,18260,Yes,Business,111531,12,10008,14,3,757,0,North America,6/5/2024
U12394,26,Male,High School,Employed,Teacher,3385,1803,203008,No,Personal,0,0,0,0,0,571,5,Other,10/7/2023
U12395,65,Female,Bachelor,Employed,Student,2883,944,235869,Yes,Business,125742,240,1666,15,1,471,7,Africa,9/18/2023
U12396,44,Male,High School,Employed,Accountant,5524,1705,485988,Yes,Business,141194,180,1007,3,0,755,7,North America,1/20/2024
U12397,28,Female,Master,Self-employed,Accountant,1563,1096,41703,No,Personal,0,0,0,0,0,574,2,Asia,8/16/2024
U12398,53,Female,High School,Unemployed,Unemployed,3722,2294,264863,No,Personal,0,0,0,0,0,554,6,Europe,10/17/2023
U12399,57,Female,Bachelor,Employed,Salesperson,3917,1871,70974,Yes,Education,381616,180,4960,14,1,694,2,Africa,2/28/2022
U12400,35,Female,High School,Employed,Engineer,6049,4403,159682,No,Personal,0,0,0,0,0,356,2,Asia,6/29/2025
U12401,68,Male,PhD,Employed,Accountant,3179,1317,264380,Yes,Home,59171,24,2727,10,1,611,7,Africa,5/15/2023
U12402,66,Female,Bachelor,Unemployed,Driver,3512,1988,17435,Yes,Education,198949,300,1437,7,0,664,0,North America,2/10/2022
U12403,33,Female,Bachelor,Self-employed,Manager,3703,2045,237185,No,Personal,0,0,0,0,0,362,5,Europe,1/28/2025
U12404,69,Female,Master,Self-employed,Teacher,1826,1331,159230,No,Personal,0,0,0,0,0,509,7,Asia,2/4/2022
U12405,33,Female,Bachelor,Self-employed,Manager,5192,3470,616067,Yes,Business,351035,240,7845,27,2,486,10,Europe,12/17/2023
U12406,52,Female,Master,Self-employed,Driver,6659,3847,184442,Yes,Education,470403,240,4449,10,1,616,2,Asia,4/6/2022
U12407,36,Male,Bachelor,Unemployed,Unemployed,4939,3627,161585,No,Personal,0,0,0,0,0,833,3,North America,11/13/2024
U12408,33,Female,Master,Unemployed,Salesperson,6448,2560,274187,Yes,Car,274285,300,3156,13,0,446,4,North America,1/15/2023
U12409,42,Male,Bachelor,Employed,Unemployed,1663,815,54639,Yes,Car,498181,300,9523,23,6,803,3,Other,2/6/2022
U12410,56,Female,Master,Employed,Driver,590,262,64333,Yes,Business,287824,24,15081,23,26,630,9,Africa,3/24/2022
U12411,29,Male,Master,Employed,Doctor,2705,812,166582,No,Personal,0,0,0,0,0,652,5,North America,3/8/2023
U12412,57,Male,Bachelor,Employed,Accountant,6283,2372,90444,Yes,Home,229442,60,5977,19,1,656,1,Asia,9/15/2022
U12413,48,Male,Bachelor,Employed,Manager,5581,1885,279153,Yes,Education,275105,120,6905,28,1,834,4,Europe,10/3/2022
U12414,33,Female,Bachelor,Employed,Salesperson,3521,3007,322369,No,Personal,0,0,0,0,0,337,8,Asia,12/17/2024
U12415,44,Female,High School,Self-employed,Accountant,3150,1247,167864,No,Personal,0,0,0,0,0,565,4,North America,1/22/2022
U12416,21,Female,High School,Employed,Manager,500,402,35700,Yes,Education,221660,12,21267,27,43,323,6,Other,1/9/2024
U12417,32,Male,Master,Student,Unemployed,500,342,1726,Yes,Education,161914,360,4008,30,8,665,0,North America,7/22/2024
U12418,52,Male,Bachelor,Employed,Accountant,6465,2977,49781,Yes,Education,149563,360,3390,27,1,810,1,Other,4/1/2024
U12419,65,Female,Bachelor,Employed,Teacher,2157,1259,171566,No,Personal,0,0,0,0,0,605,7,North America,6/13/2023
U12420,64,Male,Bachelor,Student,Salesperson,4480,3548,353284,No,Personal,0,0,0,0,0,430,7,Europe,6/12/2024
U12421,46,Male,Master,Unemployed,Unemployed,4528,2378,443678,No,Personal,0,0,0,0,0,345,8,Africa,1/24/2022
U12422,67,Female,Bachelor,Self-employed,Engineer,3688,1945,195512,Yes,Education,221591,12,18922,5,5,795,4,Other,9/25/2022
U12423,33,Female,Master,Student,Accountant,1557,984,6407,No,Personal,0,0,0,0,0,692,0,Other,4/20/2023
U12424,66,Male,Master,Student,Manager,7696,5042,87932,No,Personal,0,0,0,0,0,604,1,Africa,10/11/2023
U12425,41,Female,Bachelor,Employed,Doctor,4022,2646,157427,No,Personal,0,0,0,0,0,316,3,Europe,8/29/2022
U12426,18,Male,Master,Employed,Accountant,6518,4042,578401,No,Personal,0,0,0,0,0,595,7,Other,9/7/2021
U12427,68,Other,Other,Unemployed,Salesperson,5286,2228,37282,No,Personal,0,0,0,0,0,392,1,Europe,9/17/2021
U12428,62,Female,Bachelor,Employed,Salesperson,1795,1190,166550,No,Personal,0,0,0,0,0,817,8,Asia,3/12/2024
U12429,26,Other,Master,Self-employed,Accountant,4755,2182,182522,No,Personal,0,0,0,0,0,728,3,Africa,3/22/2022
U12430,42,Female,Other,Employed,Unemployed,667,339,36773,No,Personal,0,0,0,0,0,438,5,North America,1/23/2023
U12431,33,Male,High School,Self-employed,Manager,4018,1403,380393,Yes,Education,205588,240,1221,4,0,555,8,Europe,1/1/2023
U12432,31,Male,Bachelor,Self-employed,Engineer,4294,3344,138859,Yes,Home,443900,120,4367,3,1,676,3,Africa,8/29/2021
U12433,55,Female,PhD,Self-employed,Unemployed,3024,2463,32623,No,Personal,0,0,0,0,0,534,1,Africa,3/30/2023
U12434,69,Male,Master,Self-employed,Engineer,4285,2605,495089,No,Personal,0,0,0,0,0,516,10,Africa,6/18/2023
U12435,63,Male,Master,Student,Doctor,5646,3237,152329,No,Personal,0,0,0,0,0,459,2,North America,7/24/2021
U12436,48,Male,Master,Employed,Student,2678,1835,237505,No,Personal,0,0,0,0,0,802,7,Europe,9/3/2021
U12437,64,Female,PhD,Self-employed,Teacher,500,220,14719,No,Personal,0,0,0,0,0,479,2,Africa,12/20/2023
U12438,51,Other,High School,Unemployed,Student,1789,630,125387,No,Personal,0,0,0,0,0,370,6,Asia,5/10/2024
U12439,27,Female,Bachelor,Self-employed,Engineer,1697,1243,91912,Yes,Education,397770,180,8913,26,5,786,5,Asia,2/20/2024
U12440,59,Male,Master,Employed,Salesperson,5864,5214,10846,No,Personal,0,0,0,0,0,511,0,North America,3/18/2023
U12441,29,Female,Master,Employed,Student,1737,1080,55957,Yes,Home,206405,12,18770,16,11,639,3,Other,10/6/2021
U12442,27,Male,Bachelor,Self-employed,Doctor,2778,2075,116000,Yes,Business,468530,180,9846,25,4,611,3,North America,5/10/2024
U12443,61,Female,Bachelor,Employed,Teacher,1530,557,159707,Yes,Business,109337,360,1942,21,1,348,9,North America,12/5/2021
U12444,29,Male,Bachelor,Student,Doctor,4010,3155,423002,No,Personal,0,0,0,0,0,328,9,Asia,9/16/2023
U12445,19,Male,Bachelor,Self-employed,Engineer,4306,1302,10790,Yes,Education,157498,300,3436,26,1,379,0,Africa,12/23/2021
U12446,62,Female,Master,Employed,Doctor,3254,1495,93572,Yes,Car,402773,60,10617,20,3,775,2,Africa,6/24/2024
U12447,34,Male,Bachelor,Employed,Teacher,3555,1913,320058,No,Personal,0,0,0,0,0,780,8,Europe,3/2/2024
U12448,28,Male,Bachelor,Employed,Student,2432,1837,124676,No,Personal,0,0,0,0,0,715,4,Asia,4/20/2025
U12449,69,Female,Master,Employed,Driver,6428,4814,319531,No,Personal,0,0,0,0,0,764,4,Europe,4/28/2023
U12450,35,Female,High School,Unemployed,Doctor,4113,2980,33619,No,Personal,0,0,0,0,0,703,1,Other,2/23/2024
U12451,25,Male,Bachelor,Student,Salesperson,8640,7202,652009,No,Personal,0,0,0,0,0,692,6,North America,11/14/2021
U12452,30,Female,Master,Employed,Unemployed,3517,1432,19250,No,Personal,0,0,0,0,0,401,0,Europe,8/6/2024
U12453,57,Female,Bachelor,Self-employed,Student,2987,1786,141912,Yes,Business,111701,360,944,10,0,405,4,Other,2/8/2022
U12454,54,Female,Master,Unemployed,Doctor,3808,1538,211431,No,Personal,0,0,0,0,0,632,5,North America,11/16/2021
U12455,43,Female,High School,Employed,Teacher,3262,1304,162449,No,Personal,0,0,0,0,0,751,4,North America,8/1/2023
U12456,67,Male,Bachelor,Student,Unemployed,2293,1848,235764,No,Personal,0,0,0,0,0,557,9,Other,1/2/2024
U12457,28,Other,Master,Employed,Engineer,2880,2385,100074,No,Personal,0,0,0,0,0,330,3,North America,4/23/2025
U12458,27,Female,High School,Employed,Unemployed,5334,2095,586865,No,Personal,0,0,0,0,0,476,9,Other,4/17/2023
U12459,27,Male,Other,Employed,Student,6399,4339,221863,No,Personal,0,0,0,0,0,345,3,Other,2/14/2025
U12460,18,Male,Bachelor,Employed,Unemployed,4727,2665,181450,No,Personal,0,0,0,0,0,696,3,North America,1/10/2024
U12461,63,Male,Bachelor,Employed,Teacher,4122,2602,344597,No,Personal,0,0,0,0,0,455,7,Africa,6/10/2022
U12462,46,Male,PhD,Employed,Driver,5598,3206,105043,Yes,Car,175170,240,3685,25,1,417,2,Europe,6/16/2024
U12463,60,Male,Master,Self-employed,Salesperson,4424,2341,156768,No,Personal,0,0,0,0,0,582,3,Europe,7/14/2023
U12464,63,Male,Bachelor,Employed,Student,6118,5028,703913,No,Personal,0,0,0,0,0,665,10,North America,8/14/2023
U12465,24,Male,High School,Employed,Accountant,5390,3390,434739,No,Personal,0,0,0,0,0,816,7,North America,7/6/2022
U12466,69,Male,Master,Employed,Driver,3438,2204,301366,No,Personal,0,0,0,0,0,625,7,Africa,8/15/2023
U12467,34,Female,High School,Self-employed,Engineer,5841,4809,178784,No,Personal,0,0,0,0,0,500,3,Other,5/21/2024
U12468,60,Male,Bachelor,Unemployed,Teacher,2495,2042,122452,No,Personal,0,0,0,0,0,384,4,Other,8/31/2022
U12469,65,Female,High School,Employed,Salesperson,7603,6838,648225,Yes,Education,379863,120,6444,16,1,641,7,Asia,6/13/2022
U12470,28,Female,Master,Self-employed,Salesperson,5169,4144,165189,Yes,Home,223416,60,4888,11,1,699,3,Europe,9/13/2023
U12471,66,Male,Bachelor,Employed,Student,6522,5518,364656,No,Personal,0,0,0,0,0,550,5,Other,9/4/2022
U12472,59,Male,High School,Employed,Unemployed,4722,1427,158016,No,Personal,0,0,0,0,0,441,3,Europe,10/5/2021
U12473,59,Female,Bachelor,Unemployed,Driver,5394,4313,339474,No,Personal,0,0,0,0,0,461,5,Asia,3/6/2025
U12474,33,Male,Bachelor,Unemployed,Unemployed,5306,2095,465943,Yes,Business,336880,12,31937,25,6,503,7,Other,9/1/2023
U12475,20,Female,High School,Employed,Teacher,4373,2046,438632,Yes,Business,150074,180,1978,14,0,333,8,North America,4/24/2024
U12476,65,Male,High School,Employed,Driver,7426,3327,330683,Yes,Education,318156,180,3890,12,1,751,4,Europe,3/6/2022
U12477,18,Female,Bachelor,Employed,Student,2493,2148,29622,No,Personal,0,0,0,0,0,477,1,Asia,12/6/2022
U12478,27,Male,High School,Unemployed,Student,2365,1539,277426,Yes,Home,150902,240,3078,24,1,407,10,Europe,1/16/2023
U12479,63,Female,High School,Employed,Student,1401,696,145807,Yes,Education,286079,300,2569,10,2,647,9,North America,8/30/2021
U12480,55,Male,Bachelor,Self-employed,Salesperson,3407,2723,58915,No,Personal,0,0,0,0,0,412,1,Other,4/12/2023
U12481,37,Female,Master,Employed,Unemployed,6773,2468,227715,Yes,Business,376265,60,9011,15,1,623,3,North America,2/13/2024
U12482,52,Other,Bachelor,Self-employed,Engineer,5919,4073,8975,Yes,Car,223058,120,3074,11,1,606,0,Africa,1/20/2022
U12483,50,Male,Master,Employed,Driver,3497,2679,82647,No,Personal,0,0,0,0,0,639,2,Europe,7/16/2025
U12484,68,Male,Bachelor,Employed,Student,4505,2452,77938,Yes,Home,414674,60,11745,23,3,789,1,Europe,4/6/2023
U12485,44,Female,High School,Employed,Unemployed,7106,6309,749825,Yes,Car,80653,360,1964,29,0,469,9,Other,2/12/2023
U12486,31,Male,Bachelor,Employed,Teacher,1326,1127,53898,Yes,Business,290924,12,26930,20,20,366,3,Europe,2/27/2023
U12487,66,Female,Bachelor,Student,Student,3826,1673,354732,Yes,Education,437477,360,9210,25,2,461,8,Other,3/8/2023
U12488,43,Male,Master,Unemployed,Driver,5885,2801,271255,Yes,Education,42418,180,542,13,0,801,4,Asia,1/26/2025
U12489,50,Male,High School,Unemployed,Teacher,6858,4025,277459,No,Personal,0,0,0,0,0,398,3,Asia,3/28/2022
U12490,24,Male,Other,Employed,Salesperson,9078,7189,51336,No,Personal,0,0,0,0,0,704,0,Asia,1/10/2025
U12491,63,Male,High School,Employed,Unemployed,6087,4843,367875,No,Personal,0,0,0,0,0,725,5,Africa,7/19/2024
U12492,45,Male,Bachelor,Employed,Salesperson,2560,1877,77604,No,Personal,0,0,0,0,0,418,3,North America,11/8/2023
U12493,69,Male,Master,Unemployed,Unemployed,4084,3408,409055,Yes,Business,280217,60,6637,15,2,830,8,Other,1/22/2024
U12494,61,Male,Bachelor,Employed,Salesperson,6346,5643,388279,Yes,Car,135141,180,1959,16,0,317,5,Other,12/30/2024
U12495,46,Male,PhD,Student,Doctor,6154,2630,575001,Yes,Car,281707,12,26170,21,4,421,8,Europe,2/28/2025
U12496,54,Male,Bachelor,Employed,Driver,3680,1591,401023,No,Personal,0,0,0,0,0,352,9,Other,9/30/2022
U12497,53,Male,Bachelor,Employed,Doctor,5054,2978,440082,No,Personal,0,0,0,0,0,756,7,Asia,12/16/2024
U12498,47,Male,Master,Employed,Engineer,3584,1956,420199,Yes,Business,227991,240,2151,10,1,566,10,North America,10/12/2022
U12499,65,Male,Bachelor,Employed,Doctor,4513,2515,498822,Yes,Business,340900,120,8131,27,2,540,9,Europe,7/26/2021
U12500,34,Male,Bachelor,Employed,Unemployed,5531,2319,646363,No,Personal,0,0,0,0,0,468,10,North America,3/17/2022
U12501,59,Male,High School,Employed,Unemployed,3332,2001,36315,No,Personal,0,0,0,0,0,601,1,Asia,4/14/2024
U12502,58,Male,Master,Employed,Accountant,5100,4141,50759,No,Personal,0,0,0,0,0,582,1,Other,6/10/2024
U12503,44,Male,High School,Self-employed,Engineer,6936,2097,420588,No,Personal,0,0,0,0,0,651,5,North America,3/24/2024
U12504,38,Other,Bachelor,Employed,Teacher,8357,3082,350832,Yes,Car,476854,60,12831,21,2,493,4,Other,3/17/2025
U12505,63,Male,Bachelor,Employed,Salesperson,7192,5199,415105,No,Personal,0,0,0,0,0,354,5,Other,5/11/2022
U12506,37,Female,Master,Employed,Engineer,5537,2850,299205,No,Personal,0,0,0,0,0,733,5,Asia,12/21/2023
U12507,57,Female,Master,Unemployed,Doctor,876,541,38026,No,Personal,0,0,0,0,0,798,4,Asia,10/19/2022
U12508,61,Male,Other,Self-employed,Manager,5261,4447,428067,No,Personal,0,0,0,0,0,758,7,Europe,10/19/2024
U12509,24,Male,Bachelor,Student,Salesperson,500,225,59216,Yes,Home,155509,60,3594,14,7,838,10,Europe,4/5/2025
U12510,56,Male,Bachelor,Employed,Student,7638,2378,225044,No,Personal,0,0,0,0,0,707,2,Other,9/24/2023
U12511,69,Female,Bachelor,Unemployed,Student,4736,1766,93351,No,Personal,0,0,0,0,0,435,2,Africa,1/26/2022
U12512,49,Female,Bachelor,Employed,Salesperson,5589,1912,658796,No,Personal,0,0,0,0,0,769,10,Asia,10/7/2024
U12513,49,Female,Bachelor,Student,Accountant,2175,984,214298,No,Personal,0,0,0,0,0,578,8,North America,10/2/2024
U12514,59,Male,Master,Student,Salesperson,4969,4432,331337,Yes,Home,428617,360,8789,25,2,818,6,Asia,5/1/2023
U12515,68,Male,Bachelor,Employed,Unemployed,4337,3185,340627,No,Personal,0,0,0,0,0,365,7,Europe,3/21/2024
U12516,53,Female,Master,Employed,Student,5642,4607,638336,Yes,Education,207262,60,5017,16,1,412,9,North America,7/12/2022
U12517,28,Male,Master,Self-employed,Engineer,3634,1514,330041,No,Personal,0,0,0,0,0,755,8,North America,9/21/2021
U12518,43,Female,Master,Self-employed,Manager,1730,759,97345,Yes,Home,176136,180,1899,10,1,505,5,Europe,4/26/2025
U12519,46,Female,Bachelor,Self-employed,Doctor,6025,2180,279906,No,Personal,0,0,0,0,0,688,4,Asia,10/17/2021
U12520,42,Female,Bachelor,Student,Salesperson,2812,1343,42555,Yes,Education,251716,24,10920,4,4,329,1,North America,4/28/2025
U12521,69,Female,Master,Employed,Accountant,3371,1065,253905,No,Personal,0,0,0,0,0,553,6,Europe,7/30/2022
U12522,56,Female,Bachelor,Student,Engineer,2918,2283,133107,No,Personal,0,0,0,0,0,529,4,Africa,1/2/2022
U12523,69,Male,High School,Student,Engineer,4610,3320,507104,No,Personal,0,0,0,0,0,512,9,Africa,7/16/2025
U12524,45,Male,PhD,Self-employed,Teacher,3462,1547,270520,Yes,Home,89083,36,2996,13,1,776,7,Asia,3/27/2024
U12525,48,Male,Master,Employed,Salesperson,4650,3587,314464,Yes,Business,134591,12,12038,13,3,421,6,Other,7/27/2022
U12526,35,Female,PhD,Self-employed,Doctor,5117,3239,176210,Yes,Business,41788,180,859,24,0,700,3,Africa,6/6/2023
U12527,38,Female,Bachelor,Self-employed,Accountant,2210,1536,67329,No,Personal,0,0,0,0,0,342,3,Other,7/6/2022
U12528,55,Male,Bachelor,Employed,Salesperson,2651,1023,9795,Yes,Business,171975,240,1386,8,1,798,0,Other,1/30/2022
U12529,23,Male,Bachelor,Unemployed,Teacher,4617,2951,212350,No,Personal,0,0,0,0,0,450,4,Africa,4/7/2022
U12530,34,Male,High School,Employed,Accountant,5332,3995,216251,No,Personal,0,0,0,0,0,843,3,North America,5/27/2022
U12531,35,Male,Other,Employed,Engineer,1236,972,67136,No,Personal,0,0,0,0,0,368,5,Asia,12/30/2021
U12532,64,Female,High School,Self-employed,Doctor,5062,3732,351272,No,Personal,0,0,0,0,0,728,6,Africa,10/14/2021
U12533,41,Male,Bachelor,Employed,Unemployed,4655,3218,42364,No,Personal,0,0,0,0,0,766,1,Africa,1/25/2023
U12534,66,Male,Master,Self-employed,Engineer,2659,886,288674,No,Personal,0,0,0,0,0,826,9,Asia,11/11/2023
U12535,29,Male,Master,Self-employed,Accountant,6284,4874,434452,No,Personal,0,0,0,0,0,592,6,Europe,5/4/2025
U12536,53,Female,Bachelor,Employed,Salesperson,4853,1475,287214,No,Personal,0,0,0,0,0,384,5,Other,12/19/2024
U12537,45,Female,Bachelor,Self-employed,Student,2900,1095,143338,Yes,Education,98126,36,3662,20,1,599,4,Other,12/29/2023
U12538,29,Female,Bachelor,Employed,Teacher,2659,841,204366,Yes,Business,386768,36,14542,21,5,701,6,Europe,2/18/2023
U12539,36,Other,Other,Employed,Accountant,3047,1735,73382,No,Personal,0,0,0,0,0,792,2,North America,4/25/2022
U12540,43,Female,Bachelor,Employed,Driver,5659,2619,511292,No,Personal,0,0,0,0,0,696,8,Africa,12/9/2024
U12541,54,Male,Master,Employed,Manager,4577,2059,367395,Yes,Car,185720,300,4179,27,1,779,7,Europe,6/13/2023
U12542,55,Female,High School,Unemployed,Manager,5324,2644,15923,Yes,Car,282545,120,4721,16,1,817,0,Africa,10/29/2021
U12543,55,Female,Bachelor,Unemployed,Manager,2009,1256,220548,No,Personal,0,0,0,0,0,743,9,Africa,8/7/2023
U12544,46,Female,Bachelor,Employed,Doctor,4479,3812,358966,No,Personal,0,0,0,0,0,502,7,Asia,6/6/2023
U12545,36,Male,Master,Employed,Manager,6386,5096,235181,No,Personal,0,0,0,0,0,739,3,Europe,6/18/2023
U12546,60,Female,Master,Unemployed,Teacher,5574,2540,328346,No,Personal,0,0,0,0,0,336,5,Asia,9/11/2021
U12547,40,Female,Bachelor,Unemployed,Doctor,2418,1426,79099,No,Personal,0,0,0,0,0,847,3,Africa,1/11/2024
U12548,35,Female,Master,Employed,Student,4053,2382,379659,Yes,Car,82225,360,1595,23,0,681,8,Asia,2/20/2023
U12549,60,Female,High School,Student,Unemployed,7945,4906,416924,Yes,Home,92102,180,1771,22,0,687,4,Africa,3/8/2022
U12550,44,Female,High School,Self-employed,Engineer,4921,3391,338235,No,Personal,0,0,0,0,0,641,6,Europe,12/8/2023
U12551,39,Male,High School,Self-employed,Salesperson,7773,4488,435613,No,Personal,0,0,0,0,0,363,5,Other,4/10/2025
U12552,54,Female,Master,Employed,Engineer,4120,2529,283280,No,Personal,0,0,0,0,0,654,6,Africa,10/9/2024
U12553,55,Female,High School,Student,Accountant,3042,1603,171738,Yes,Car,224942,360,1962,10,1,542,5,Africa,12/22/2023
U12554,66,Female,Master,Employed,Accountant,3412,1081,59710,Yes,Car,314870,180,7862,30,2,816,1,Other,6/14/2023
U12555,21,Female,Bachelor,Employed,Teacher,3487,1397,70177,No,Personal,0,0,0,0,0,652,2,Europe,10/8/2022
U12556,48,Male,Bachelor,Employed,Student,6608,4978,113051,No,Personal,0,0,0,0,0,640,1,North America,4/22/2023
U12557,67,Female,Bachelor,Student,Engineer,4091,3128,398296,No,Personal,0,0,0,0,0,515,8,North America,5/25/2024
U12558,32,Male,Bachelor,Employed,Salesperson,4127,2659,74177,Yes,Education,378219,12,33350,11,8,548,2,Europe,4/8/2024
U12559,33,Female,Bachelor,Employed,Student,3543,1568,152959,No,Personal,0,0,0,0,0,848,4,Europe,9/10/2022
U12560,45,Male,High School,Employed,Engineer,6098,5128,581412,Yes,Business,41493,120,761,19,0,391,8,Asia,1/21/2025
U12561,43,Male,High School,Employed,Doctor,500,268,18927,No,Personal,0,0,0,0,0,662,3,Africa,8/21/2021
U12562,53,Male,High School,Unemployed,Salesperson,500,347,53699,Yes,Home,492857,180,7102,16,14,333,9,Asia,4/10/2022
U12563,40,Female,Bachelor,Employed,Engineer,3555,2824,278259,Yes,Business,285642,300,4950,21,1,765,7,Asia,7/15/2025
U12564,58,Male,Master,Self-employed,Manager,5281,2972,428166,Yes,Home,66401,240,419,4,0,651,7,Europe,9/15/2024
U12565,21,Female,Bachelor,Employed,Salesperson,863,598,75734,No,Personal,0,0,0,0,0,796,7,Other,2/19/2023
U12566,61,Male,Master,Student,Driver,5249,4478,284370,No,Personal,0,0,0,0,0,653,5,North America,3/13/2022
U12567,25,Male,PhD,Employed,Unemployed,4628,2851,302267,Yes,Education,65017,24,2880,6,1,466,5,Europe,7/6/2023
U12568,31,Male,Master,Employed,Student,4913,3975,395377,No,Personal,0,0,0,0,0,536,7,Europe,7/14/2024
U12569,28,Male,Master,Employed,Doctor,4358,1464,419107,Yes,Education,480583,120,8153,16,2,392,8,Asia,3/7/2024
U12570,18,Female,Master,Employed,Student,5960,2398,314801,No,Personal,0,0,0,0,0,682,4,Other,7/25/2024
U12571,66,Female,Bachelor,Employed,Salesperson,6166,4519,384629,No,Personal,0,0,0,0,0,775,5,Africa,8/23/2024
U12572,46,Female,Bachelor,Employed,Salesperson,3516,2423,382790,No,Personal,0,0,0,0,0,485,9,Asia,10/27/2023
U12573,43,Female,Bachelor,Student,Student,2465,1579,86471,No,Personal,0,0,0,0,0,731,3,Africa,1/15/2024
U12574,32,Female,Bachelor,Employed,Unemployed,3487,1381,308470,Yes,Home,188120,60,4499,15,1,675,7,Europe,7/6/2024
U12575,54,Male,Master,Self-employed,Accountant,5131,4577,313886,No,Personal,0,0,0,0,0,812,5,Europe,11/6/2021
U12576,26,Female,Bachelor,Employed,Accountant,4099,1708,399926,Yes,Education,475750,360,11765,30,3,685,8,Europe,2/17/2024
U12577,53,Male,PhD,Self-employed,Doctor,4179,3165,330157,No,Personal,0,0,0,0,0,619,7,Asia,3/1/2025
U12578,54,Male,Bachelor,Self-employed,Student,3096,1029,288014,No,Personal,0,0,0,0,0,733,8,Europe,2/22/2025
U12579,24,Male,Bachelor,Self-employed,Student,500,206,18107,Yes,Car,296219,24,14958,19,30,456,3,Africa,4/2/2022
U12580,63,Male,Bachelor,Employed,Student,3478,2942,141145,No,Personal,0,0,0,0,0,614,3,Other,6/29/2024
U12581,61,Male,Bachelor,Employed,Engineer,1933,724,176253,No,Personal,0,0,0,0,0,475,8,Other,1/22/2024
U12582,65,Male,Master,Unemployed,Unemployed,3776,2382,170227,No,Personal,0,0,0,0,0,447,4,North America,4/9/2024
U12583,35,Female,Master,Student,Teacher,766,633,82225,No,Personal,0,0,0,0,0,315,9,Africa,1/29/2025
U12584,43,Female,High School,Unemployed,Salesperson,3277,2254,224877,No,Personal,0,0,0,0,0,462,6,North America,11/20/2023
U12585,27,Female,Bachelor,Employed,Accountant,3060,1698,211218,Yes,Car,240379,24,13231,28,4,378,6,Asia,7/5/2023
U12586,46,Male,Master,Self-employed,Accountant,5937,3460,650778,No,Personal,0,0,0,0,0,527,9,Europe,1/16/2025
U12587,60,Female,Bachelor,Employed,Doctor,5350,3502,223916,Yes,Car,427872,24,22607,24,4,843,3,Asia,12/20/2021
U12588,44,Male,Master,Employed,Teacher,4882,3758,55908,Yes,Education,146267,60,4149,23,1,772,1,North America,2/28/2023
U12589,35,Female,Master,Self-employed,Teacher,2830,1858,268764,Yes,Business,72261,24,3514,15,1,674,8,Asia,4/19/2024
U12590,69,Female,PhD,Employed,Driver,2978,1528,93334,Yes,Car,191396,240,1076,3,0,344,3,Europe,11/7/2021
U12591,45,Female,PhD,Employed,Student,5320,2637,349574,No,Personal,0,0,0,0,0,389,5,Other,7/24/2021
U12592,62,Male,Bachelor,Employed,Doctor,3817,2195,379715,Yes,Car,388394,120,6523,16,2,812,8,North America,11/9/2023
U12593,55,Male,Bachelor,Self-employed,Unemployed,3261,2167,57029,No,Personal,0,0,0,0,0,802,1,Africa,7/4/2025
U12594,32,Male,Master,Employed,Accountant,5878,4636,519423,Yes,Education,462524,240,6228,15,1,802,7,Europe,11/4/2023
U12595,32,Female,High School,Employed,Driver,5072,1995,492284,No,Personal,0,0,0,0,0,508,8,Asia,3/17/2023
U12596,60,Female,Bachelor,Self-employed,Unemployed,6085,3415,729123,No,Personal,0,0,0,0,0,507,10,Asia,3/25/2022
U12597,42,Male,High School,Employed,Engineer,1564,769,153744,No,Personal,0,0,0,0,0,813,8,Other,11/25/2022
U12598,47,Male,Bachelor,Self-employed,Unemployed,2423,1588,280571,Yes,Car,37425,300,217,5,0,651,10,Africa,8/17/2024
U12599,51,Other,PhD,Employed,Teacher,4646,3338,188096,No,Personal,0,0,0,0,0,479,3,Asia,11/14/2022
U12600,50,Male,Master,Employed,Student,1808,1566,124323,Yes,Car,32013,24,1739,27,1,312,6,North America,7/22/2022
U12601,49,Female,Bachelor,Employed,Unemployed,4450,3442,112101,Yes,Education,341856,24,16252,13,4,543,2,Other,7/30/2022
U12602,36,Female,Bachelor,Employed,Manager,500,174,32235,No,Personal,0,0,0,0,0,360,5,Asia,12/11/2021
